"version" "tiempo" "transaccion" "porcentaje"
"1" "A" 8.3955826327009 0 1.22584685735824
"2" "A" 68.6784904247426 0 6.46308233501628
"3" "A" 47.2593805251863 0 10.1863780749933
"4" "A" 71.9743230489156 0 18.7454720977554
"5" "A" 74.0222651912972 0 14.4737275661886
"6" "A" 52.7367726234016 0 9.73062483768104
"7" "A" 17.2393361376675 0 4.27552004995047
"8" "A" 26.2050678236031 0 4.53624411340255
"9" "A" 110.567579953302 1 23.0195711073555
"10" "A" 59.2556529190653 0 9.0566797425505
"11" "A" 13.6500711953289 0 2.31314190306993
"12" "A" 60.3955726426443 0 12.3211154315227
"13" "A" 13.2255323470199 0 3.10201638017302
"14" "A" 16.8615930829936 0 3.95827383512974
"15" "A" 117.808314234677 0 13.0139948862792
"16" "A" 56.5567487144515 0 14.0393654772175
"17" "A" 27.9955866008712 0 5.0435534005924
"18" "A" 38.3755818515994 0 7.36173216396934
"19" "A" 117.054759122246 0 8.35066647506182
"20" "A" 21.5160912486798 0 4.03634648327398
"21" "A" 195.60920760743 1 39.5847927770992
"22" "A" 57.5710218169794 0 10.1125340959409
"23" "A" 73.8607255153494 0 13.6954961861507
"24" "A" 65.7914481779191 0 13.6378671587071
"25" "A" 125.810199148373 0 25.8758432639601
"26" "A" 11.7685273913822 0 1.48162845364266
"27" "A" 123.006107613387 0 5.47366421147016
"28" "A" 32.964167013696 0 4.13068732481084
"29" "A" 75.7727883038553 0 19.204134354322
"30" "A" 35.6535317071064 0 7.88933649959899
"31" "A" 30.8650480868527 0 6.45034747877298
"32" "A" 20.5234885360631 0 2.17092541673814
"33" "A" 34.3655801121602 0 12.9261422694609
"34" "A" 128.053167428973 1 21.3998333625728
"35" "A" 49.5775755109604 0 14.1708866091748
"36" "A" 25.8825970665562 0 2.46029808633269
"37" "A" 22.803643147016 0 4.33995494105651
"38" "A" 30.1874210443334 0 4.62106575252821
"39" "A" 41.1097648107005 0 9.51229820202943
"40" "A" 179.481132530727 1 27.6936927259675
"41" "A" 129.597278867421 1 17.3380895760592
"42" "A" 38.9136449769258 0 3.18664234009382
"43" "A" 81.338012185559 0 17.3859090806332
"44" "A" 19.4816451859152 0 4.8383934870005
"45" "A" 39.121036977417 0 2.54272264880198
"46" "A" 63.9828767378285 0 12.4353354613163
"47" "A" 28.3314099543281 0 5.23222790299425
"48" "A" 99.4082018360313 0 23.9759306275617
"49" "A" 32.990439091657 0 7.17037870236034
"50" "A" 50.8748883414864 0 7.88412575840033
"51" "A" 39.4032858355301 0 6.24521088996141
"52" "A" 54.809643209242 0 14.4722649589608
"53" "A" 73.8852037764578 0 8.40049100890032
"54" "A" 15.8593841246229 0 3.3034274813534
"55" "A" 172.378752212404 1 36.8108309063785
"56" "A" 33.0037177200127 0 9.49833304948958
"57" "A" 141.622702429622 0 25.5449393533073
"58" "A" 53.2301366214477 0 9.31997747234311
"59" "A" 89.093721884638 0 26.9643947453575
"60" "A" 21.5305461748671 0 2.39137060199559
"61" "A" 72.4188843009154 0 14.9399280021509
"62" "A" 61.9115585458682 0 8.04233028379682
"63" "A" 19.332476522726 0 4.74561092498703
"64" "A" 130.341504002352 1 13.3976742771616
"65" "A" 82.7335450834139 0 13.7500262395337
"66" "A" 22.8526638650828 0 3.61345869275571
"67" "A" 102.177185006539 0 15.9149410765635
"68" "A" 71.8163087256782 0 13.6508016132148
"69" "A" 41.9066800900247 0 10.4323715718419
"70" "A" 68.3267992589435 0 19.8255184533684
"71" "A" 24.0628925137825 0 6.17853850611247
"72" "A" 75.843881806268 0 15.4538654431262
"73" "A" 33.2461266979389 0 7.13755096028197
"74" "A" 31.6409272994681 0 5.52535898689668
"75" "A" 36.2885304466477 0 9.9433926941038
"76" "A" 54.4857780344336 0 13.4005254926539
"77" "A" 47.9648947427433 0 9.75247660987707
"78" "A" 175.879310860957 1 35.6658201676013
"79" "A" 10.6094417983088 0 1.68080357176547
"80" "A" 54.5686907385054 0 10.6185910716928
"81" "A" 84.8271586842205 0 9.09508566169642
"82" "A" 28.7143770116047 0 7.95966082675743
"83" "A" 56.5240715539343 0 13.9227248033988
"84" "A" 63.5285067793232 0 14.227206463823
"85" "A" 33.8911526923899 0 7.31714684648279
"86" "A" 27.6869957740653 0 5.69453519568192
"87" "A" 31.8137963755043 0 9.32859245914007
"88" "A" 78.5083291982941 0 14.5661265153208
"89" "A" 44.0846024980614 0 16.7059121990299
"90" "A" 9.42315245010896 0 2.76801744974574
"91" "B" 43.5997630280201 0 10.5699630113557
"92" "B" 74.194726765686 0 13.6085282631114
"93" "B" 72.1886678029188 0 27.1602087163878
"94" "B" 46.3424659289328 0 11.8722861841443
"95" "B" 40.1421920618356 0 9.58444300121125
"96" "B" 72.4251920074241 0 21.974302540984
"97" "B" 231.442705183772 1 51.6608838869912
"98" "B" 40.9933317026901 0 8.20769867250391
"99" "B" 53.702168652749 0 16.9234958051961
"100" "B" 98.4739547316685 0 30.3909426302661
"101" "B" 63.3850099329208 0 18.0976099321218
"102" "B" 124.968854056841 0 40.9758695027746
"103" "B" 61.1276238886582 0 6.52160887542064
"104" "B" 44.4592907080665 0 7.50526029424206
"105" "B" 123.947915634148 0 39.0597859864426
"106" "B" 43.7710766416179 0 6.75424633680623
"107" "B" 41.468731189834 0 7.57918183313277
"108" "B" 39.463561808952 0 8.14892308424476
"109" "B" 118.032947959111 0 26.76413405128
"110" "B" 28.2376323862196 0 9.1335358892344
"111" "B" 43.7347790272443 0 11.5796483318183
"112" "B" 97.0437763169082 0 35.8729587527298
"113" "B" 97.0446623235206 0 33.0118499091402
"114" "B" 88.9001778165078 0 11.7611974004007
"115" "B" 58.4386447804511 0 17.9484308751765
"116" "B" 83.8943555469442 0 26.8994802474689
"117" "B" 40.0906539564508 0 6.7448065000459
"118" "B" 139.188951905063 1 27.1652016204712
"119" "B" 23.3865292903784 0 5.78653849523419
"120" "B" 101.088722651799 0 22.3354007244227
"121" "B" 69.0054874269423 0 19.9251676771005
"122" "B" 37.6321122712734 0 7.08973421981768
"123" "B" 42.98294869227 0 5.78024752013505
"124" "B" 47.3797561406965 0 18.3620092620032
"125" "B" 143.241064934546 1 40.0117262982871
"126" "B" 126.454511618056 0 44.7104475532732
"127" "B" 43.4424411639892 0 7.43790504008942
"128" "B" 78.2117591614089 0 19.8497581385229
"129" "B" 119.560814029882 1 38.4981421543001
"130" "B" 70.2738229724943 0 14.0242773201562
"131" "B" 30.0869126420506 0 7.65494965682
"132" "B" 91.4520779056527 0 27.7295389554285
"133" "B" 80.1216752428504 0 14.5441663843334
"134" "B" 62.889081396803 0 10.0967199653255
"135" "B" 122.165667620231 1 33.1283223180509
"136" "B" 32.3810659904376 0 6.44222524329311
"137" "B" 76.0916153688611 0 21.2087997885172
"138" "B" 79.3315237589145 0 18.227594669751
"139" "B" 53.3979535466444 0 15.7390515900017
"140" "B" 80.971063933741 0 19.9786749119598
"141" "B" 138.402367500862 0 40.2195328519298
"142" "B" 65.2379350706332 0 12.2020408806453
"143" "B" 101.365565138668 0 17.2037723645359
"144" "B" 71.4667547179652 0 27.981436355453
"145" "B" 107.141010451056 0 24.8705194055934
"146" "B" 75.8330287201716 0 24.0187194791166
"147" "B" 123.53720445065 0 33.1026460540363
"148" "B" 28.3016442866519 0 3.42256579663893
"149" "B" 79.5372047458424 0 11.5386168843828
"150" "B" 167.983790471718 1 42.7748561818287
"151" "B" 54.2384348859214 0 13.2572933033029
"152" "B" 49.0267556150734 0 10.3587637880518
"153" "B" 48.2475988770356 0 14.8682376365827
"154" "B" 134.272848611011 0 41.7828941111281
"155" "B" 60.699115777875 0 12.8609016304279
"156" "B" 128.016516343211 1 29.0218009788451
"157" "B" 20.9830142001352 0 3.22124535044281
"158" "B" 27.3638405035827 0 7.26750994245918
"159" "B" 185.974019102311 1 41.7641458540447
