"version" "tiempo" "transaccion" "porcentaje"
"1" "A" 8.3955826327009 0 1.52161492232923
"2" "A" 68.6784904247426 0 15.6388290108443
"3" "A" 47.2593805251863 0 12.8104379427592
"4" "A" 71.9743230489156 0 17.3495360179904
"5" "A" 74.0222651912972 0 21.7192277477652
"6" "A" 52.7367726234016 0 12.0389352052363
"7" "A" 17.2393361376675 0 3.6705087542043
"8" "A" 26.2050678236031 0 6.6896255138767
"9" "A" 110.567579953302 0 18.3295685885204
"10" "A" 59.2556529190653 0 16.7010763200982
"11" "A" 13.6500711953289 0 2.31790903075835
"12" "A" 60.3955726426443 0 16.1641428007319
"13" "A" 13.2255323470199 0 3.26904110878817
"14" "A" 16.8615930829936 0 2.75736134483529
"15" "A" 117.808314234677 0 23.9020205941261
"16" "A" 56.5567487144515 0 11.1474050193674
"17" "A" 27.9955866008712 0 6.91922577738528
"18" "A" 38.3755818515994 0 7.50418511093781
"19" "A" 117.054759122246 0 19.8350421751285
"20" "A" 21.5160912486798 0 4.4186349485533
"21" "A" 195.60920760743 1 34.6603652212487
"22" "A" 57.5710218169794 0 6.12794742524349
"23" "A" 73.8607255153494 0 16.5294190477479
"24" "A" 65.7914481779191 0 10.7647024485421
"25" "A" 125.810199148373 0 8.16212145290747
"26" "A" 11.7685273913822 0 1.82865363266493
"27" "A" 123.006107613387 1 25.8376574935087
"28" "A" 32.964167013696 0 5.2318781281492
"29" "A" 75.7727883038553 0 20.7341058207522
"30" "A" 35.6535317071064 0 10.2170636238931
"31" "A" 30.8650480868527 0 5.52654000172744
"32" "A" 20.5234885360631 0 5.81616963693307
"33" "A" 34.3655801121602 0 4.67016500121375
"34" "A" 128.053167428973 1 14.3520948148174
"35" "A" 49.5775755109604 0 13.4306246417732
"36" "B" 42.3458725177808 0 10.0640810973152
"37" "B" 38.4799648970543 0 9.42095531913913
"38" "B" 47.6613591524838 0 8.92619564718079
"39" "B" 60.8010991459637 0 20.8596271994241
"40" "B" 213.253437086651 1 48.8879453482813
"41" "B" 110.974035686172 0 15.9787462784444
"42" "B" 75.9703761772443 0 14.500100079729
"43" "B" 38.8622085667988 0 7.33730267292857
"44" "B" 205.210562146935 1 58.4470075141323
"45" "B" 34.8224342735082 0 5.62525936935257
"46" "B" 223.657899631184 1 69.3519133888666
"47" "B" 36.9458697159995 0 7.36466348184203
"48" "B" 58.8551665319161 0 8.1118917724949
"49" "B" 181.969282470004 1 41.7508049867205
"50" "B" 154.945470237338 1 34.770024432844
"51" "B" 51.0757144514391 0 15.4603702561772
"52" "B" 72.2488995645234 0 12.4047290331989
"53" "B" 58.774901672281 0 16.4751429334156
"54" "B" 76.8017850685088 0 14.6218356810202
"55" "B" 98.5114206893446 0 20.964823326267
"56" "B" 29.4923468572127 0 5.0885542992415
"57" "B" 8.54259289670825 0 3.477606634694
"58" "B" 26.2904444673155 0 8.11766677728593
"59" "B" 91.4264900343366 0 23.1366428792468
"60" "B" 118.289516170644 0 23.8071979601414
"61" "B" 72.2097120680246 0 21.7437169502411
"62" "B" 137.238095958988 0 37.1832643106941
"63" "B" 172.795470515385 1 39.5173264523506
"64" "B" 74.9777920016938 0 10.0596477067213
"65" "B" 115.495815999403 0 23.5085976677514
"66" "B" 36.8629418564931 0 9.43148230089274
"67" "B" 96.8605379817129 0 29.0433227646442
"68" "B" 84.9482536741208 0 24.3626837931333
"69" "B" 34.0415240960867 0 14.5073863041188
"70" "B" 160.625209653388 1 23.1589868045905
"71" "B" 108.421726100221 0 22.3198036450428
"72" "B" 38.5419974635609 0 13.67394638389
"73" "B" 129.937382858218 0 28.8816702190805
"74" "B" 96.1813576192582 0 22.9093209924589
"75" "B" 61.7444293989815 0 15.1155744392457
"76" "B" 92.23918456549 0 27.7462201607391
"77" "B" 40.0683245092679 0 12.8641220787411
"78" "B" 100.712657137505 0 35.0356493748156
"79" "B" 51.3855448924474 0 2.16921895931032
"80" "B" 49.4360467788327 0 9.14391624261934
